product_id,product_number,name,gender_category,size_gender,price_group,price_krw,base_price_krw,promo_price_krw,price_flags,available_sizes_count,availability_status,availability_label,rating_average,rating_count,image_url,detail_url,sales,store_stock_only
E444557-000,,감탄재킷(라이트),MEN,MEN,00,79900,79900,79900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.8,60,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/444557/item/krgoods_32_444557_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E444557-000/00?colorDisplayCode=32,True,False
E444557-001,,감탄재킷(라이트),MEN,MEN,00,79900,79900,79900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",3,available,판매중,5,1,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/444557001/item/goods_69_444557001_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E444557-001/00?colorDisplayCode=69,True,False
E444812-000,,BN코튼메쉬이너바디수트(슬리브리스·1P·무지),BABY,BABY,00,7900,7900,7900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",3,available,판매중,4.5,12,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/444812/item/goods_41_444812_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E444812-000/00?colorDisplayCode=41,True,False
E448034-000,,감탄재킷,MEN,MEN,00,79900,79900,79900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.7,301,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/448034/item/krgoods_09_448034_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E448034-000/00?colorDisplayCode=09,True,False
E450251-000,,슬림핏치노팬츠,MEN,MEN,00,29900,29900,29900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",8,available,판매중,4.6,164,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/450251/item/krgoods_32_450251_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E450251-000/00?colorDisplayCode=32,True,False
E451648-000,,스웨트팬츠(다리길이65cm~71cm),MEN,MEN,01,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/06/09부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.6,196,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/451648/item/krgoods_69_451648_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E451648-000/01?colorDisplayCode=08,True,False
E453754-000,,워셔블밀라노립크루넥스웨터,UNISEX,MEN,01,29900,29900,29900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.8,329,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/453754/item/krgoods_64_453754_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E453754-000/01?colorDisplayCode=64,True,False
E454063-000,,GIRLS AIRism코튼블렌드캐미솔,KIDS,KIDS,00,7900,7900,7900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",6,available,판매중,4.8,39,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/454063/item/goods_70_454063_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E454063-000/00?colorDisplayCode=70,True,False
E454312-000,,AIRism크루넥T,MEN,MEN,00,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.8,317,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/454312/item/krgoods_02_454312_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E454312-000/00?colorDisplayCode=02,True,False
E455365-000,,SUPIMA COTTON T,UNISEX,MEN,01,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",8,available,판매중,4.7,350,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/455365/item/krgoods_51_455365_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E455365-000/01?colorDisplayCode=51,True,False
E455476-000,,EZY진,UNISEX,MEN,00,39900,39900,39900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",8,available,판매중,4.8,74,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/455476/item/krgoods_69_455476_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E455476-000/00?colorDisplayCode=69,True,False
E455942-000,,울트라스트레치액티브조거팬츠(다리길이66~68cm),WOMEN,WOMEN,00,29900,29900,29900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.7,287,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/455942/item/krgoods_69_455942_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E455942-000/00?colorDisplayCode=69,True,False
E455957-000,,프리미엄리넨셔츠,UNISEX,MEN,01,39900,39900,39900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.7,307,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/455957/item/krgoods_38_455957_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E455957-000/01?colorDisplayCode=38,True,False
E456567-000,,AIRism메쉬V넥T,MEN,MEN,00,12900,12900,12900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",8,available,판매중,4.8,748,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/456567/item/krgoods_00_456567_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E456567-000/00?colorDisplayCode=00,True,False
E456710-000,,AIRism심리스복서브리프,MEN,MEN,00,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.6,350,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/456710/item/goods_58_456710_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E456710-000/00?colorDisplayCode=58,True,False
E457911-000,,AIRism캐미솔,WOMEN,WOMEN,00,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.7,140,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/457911/item/goods_11_457911_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E457911-000/00?colorDisplayCode=31,True,False
E458462-000,,울트라스트레치액티브조거팬츠(다리길이71~73cm·긴기장),WOMEN,WOMEN,00,29900,29900,29900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",4,available,판매중,4.6,27,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/458462/item/krgoods_69_458462_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E458462-000/00?colorDisplayCode=69,True,False
E460431-000,,삭스3P(립),WOMEN,WOMEN,01,9900,9900,9900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",2,available,판매중,4.8,26,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/460431/item/goods_15_460431_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E460431-000/01?colorDisplayCode=15,True,False
E464334-000,,AIRism와이어리스브라(울트라릴랙스),WOMEN,WOMEN,01,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",5,available,판매중,4.7,773,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/464334/item/krgoods_67_464334_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E464334-000/01?colorDisplayCode=67,True,False
E464392-000,,베리쇼트삭스3P(스포츠파일),WOMEN,WOMEN,01,9900,9900,9900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.6,30,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/464392/item/goods_15_464392_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E464392-000/01?colorDisplayCode=15,True,False
E464637-000,,BT코튼메쉬탱크탑2P,BABY,BABY,00,9900,9900,9900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",5,available,판매중,4.9,32,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/464637/item/goods_00_464637_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E464637-000/00?colorDisplayCode=00,True,False
E465163-000,,KIDS울트라스트레치액티브조거팬츠,KIDS,KIDS,00,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",6,available,판매중,4.9,64,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465163/item/krgoods_09_465163_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465163-000/00?colorDisplayCode=09,True,False
E465185-000,,AIRism코튼오버사이즈크루넥T(5부),UNISEX,MEN,01,9900,9900,9900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.8,1841,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465185/item/krgoods_11_465185_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465185-000/01?colorDisplayCode=11,True,False
E465196-000,,AIRism코튼피케폴로셔츠(반팔),MEN,MEN,00,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.6,97,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/465196/item/goods_02_465196_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465196-000/00?colorDisplayCode=02,True,False
E465203-000,,DRY-EX UV PROTECTION풀집파카,MEN,MEN,01,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.8,203,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465203/item/krgoods_66_465203_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465203-000/01?colorDisplayCode=57,True,False
E465206-000,,울트라스트레치액티브조거팬츠(다리길이66.5~72.5cm),MEN,MEN,00,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",5,available,판매중,4.8,244,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465206/item/krgoods_09_465206_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465206-000/00?colorDisplayCode=09,True,False
E465484-000,,UV PROTECTION크루넥가디건(긴팔),WOMEN,WOMEN,01,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",4,available,판매중,4.8,453,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465484/item/krgoods_53_465484_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465484-000/01?colorDisplayCode=53,True,False
E465491-000,,울트라스트레치액티브테이퍼드팬츠(다리길이65~71cm),MEN,MEN,00,29900,29900,29900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",8,available,판매중,4.8,189,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465491/item/krgoods_07_465491_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465491-000/00?colorDisplayCode=07,True,False
E465707-000,,AIRism브라캐미솔,WOMEN,WOMEN,00,19900,19900,19900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",5,available,판매중,4.7,596,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465707/item/krgoods_00_465707_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465707-000/00?colorDisplayCode=00,True,False
E465755-000,,AIRism코튼T,WOMEN,WOMEN,00,14900,14900,14900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.7,504,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465755/item/krgoods_32_465755_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465755-000/00?colorDisplayCode=32,True,False
E465760-000,,미니T,WOMEN,WOMEN,01,9900,9900,9900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",3,available,판매중,4.7,570,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465760/item/krgoods_66_465760_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465760-000/01?colorDisplayCode=66,True,False
E465761-000,,리넨크루넥T(반팔),WOMEN,WOMEN,00,29900,29900,29900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.4,42,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465761/item/krgoods_16_465761_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E465761-000/00?colorDisplayCode=37,True,False
E466033-000,,레이온RELACO크롭팬츠(무지),WOMEN,WOMEN,00,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",2,available,판매중,4.6,38,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/466033/item/krgoods_69_466033_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E466033-000/00?colorDisplayCode=69,True,False
E466489-000,,AIRism메쉬탱크탑,MEN,MEN,00,12900,12900,12900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",8,available,판매중,4.8,462,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/466489/item/krgoods_00_466489_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E466489-000/00?colorDisplayCode=00,True,False
E467421-000,,삭스3P(크루립파일),WOMEN,WOMEN,01,9900,9900,9900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",2,available,판매중,4.4,35,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/467421/item/goods_11_467421_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E467421-000/01?colorDisplayCode=11,True,False
E468671-000,,감탄재킷(패턴),MEN,MEN,00,79900,79900,79900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",6,available,판매중,4.8,16,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/468671/item/krgoods_05_468671_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E468671-000/00?colorDisplayCode=05,True,False
E469292-000,,포켓터블UV PROTECTION파카,MEN,MEN,01,39900,39900,39900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",6,available,판매중,4.8,533,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/469292/item/krgoods_30_469292_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E469292-000/01?colorDisplayCode=30,True,False
E469409-000,,메리노크루넥스웨터(반팔),WOMEN,WOMEN,01,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/06/09부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.6,354,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/469409/item/krgoods_16_469409_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E469409-000/01?colorDisplayCode=63,True,False
E469871-000,,PUFFTECH파카,WOMEN,WOMEN,00,69900,69900,69900,"[{""code"": ""discount"", ""name"": ""2026/01/20부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.8,375,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/469871/item/goods_06_469871_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E469871-000/00?colorDisplayCode=06,True,False
E470118-000,,PUFFTECH파카,MEN,MEN,00,69900,69900,69900,"[{""code"": ""discount"", ""name"": ""2026/01/20부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.8,616,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/470118/item/goods_01_470118_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E470118-000/00?colorDisplayCode=01,True,False
E471717-000,,AIRism메쉬크루넥T,MEN,MEN,00,12900,12900,12900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",8,available,판매중,4.8,293,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/471717/item/krgoods_09_471717_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E471717-000/00?colorDisplayCode=09,True,False
E473320-000,,와이드핏치노팬츠(다리길이85.5cm·긴기장),MEN,MEN,00,29900,29900,29900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.8,84,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473320/item/goods_35_473320_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473320-000/00?colorDisplayCode=09,True,False
E473606-000,,BN Joy Of Print코튼메쉬이너바디수트(반팔),BABY,BABY,00,7900,7900,7900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.9,73,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473606/item/goods_10_473606_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473606-000/00?colorDisplayCode=41,True,False
E473633-000,,BT릴랙스핏크롭레깅스(7부)AIRism,BABY,BABY,00,5000,5000,5000,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.9,33,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473633/item/goods_53_473633_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473633-000/00?colorDisplayCode=30,True,False
E473721-000,,BN Joy Of Print코튼메쉬이너바디수트(슬리브리스),BABY,BABY,00,7900,7900,7900,"[{""code"": ""limitedOffer"", ""name"": ""2026/07/03부터 2026/07/09까지 기간한정가격"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.9,65,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473721/item/goods_62_473721_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473721-000/00?colorDisplayCode=62,True,False
E473791-000,,리넨블렌드이지팬츠,WOMEN,WOMEN,01,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",3,available,판매중,4.7,324,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/473791/item/krgoods_65_473791_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473791-000/01?colorDisplayCode=11,True,False
E473913-000,,와이어리스브라(3D홀드),WOMEN,WOMEN,01,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",3,available,판매중,4.6,220,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473913/item/goods_34_473913_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473913-000/01?colorDisplayCode=31,True,False
E473944-000,,AIRism심리스쇼츠(힙허거),WOMEN,WOMEN,01,5000,5000,5000,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",7,available,판매중,4.6,286,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473944/item/goods_62_473944_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473944-000/01?colorDisplayCode=62,True,False
E473945-000,,AIRism심리스쇼츠(저스트웨이스트),WOMEN,WOMEN,01,5000,5000,5000,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",4,available,판매중,4.5,374,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473945/item/goods_63_473945_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473945-000/01?colorDisplayCode=63,True,False
E473953-000,,삭스3P,WOMEN,WOMEN,01,9900,9900,9900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",2,available,판매중,4.6,41,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/473953/item/goods_03_473953_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473953-000/01?colorDisplayCode=03,True,False
E473979-000,,AIRism브라탱크탑,WOMEN,WOMEN,01,19900,19900,19900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",2,available,판매중,4.7,280,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/473979/item/krgoods_63_473979_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E473979-000/01?colorDisplayCode=09,True,False
E474244-000,,AIRism코튼크루넥T,MEN,MEN,00,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.8,225,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/474244/item/krgoods_69_474244_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E474244-000/00?colorDisplayCode=07,True,False
E474321-000,,AIRism복서브리프(로라이즈)프린트,MEN,MEN,00,12900,12900,12900,"[{""code"": ""discount"", ""name"": ""2026/07/07부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",4,available,판매중,4.7,30,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/474321/item/goods_09_474321_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E474321-000/00?colorDisplayCode=09,True,False
E474592-000,,KIDS AIRism코튼크루넥T,KIDS,KIDS,01,9900,9900,9900,"[{""code"": ""discount"", ""name"": ""2026/06/30부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}, {""code"": ""colorSizeLimitedPrice"", ""name"": ""옵션할인"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.9,180,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/474592/item/krgoods_15_474592_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E474592-000/01?colorDisplayCode=15,True,False
E474698-000,,GIRLS삭스3P(프릴),KIDS,KIDS,00,7900,7900,7900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",1,available,판매중,4.4,7,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/474698/item/goods_09_474698_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E474698-000/00?colorDisplayCode=09,True,False
E474858-000,,KIDS삭스3P B,KIDS,KIDS,00,7900,7900,7900,"[{""code"": ""discount"", ""name"": ""2026/06/23부터 가격인하"", ""type"": ""price_flag"", ""flag_color"": ""discount""}]",2,available,판매중,4.3,8,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/474858/item/goods_11_474858_3x4.jpg,https://www.uniqlo.com/kr/ko/products/E474858-000/00?colorDisplayCode=11,True,False
